SentId	Sentences	Class
185822	The following decisions about antihypertensive medications are generally not made until there has been an adequate trial of nonpharmacologic therapy.	0
185823	Antihypertensive medications should generally be begun if the systolic pressure is persistently >=140 mmHg and/or the diastolic pressure is persistently >=90 mmHg in the office and at home despite attempted nonpharmacologic therapy.	0
185824	Starting with two drugs should be considered in patients with a baseline blood pressure above 160/100 mmHg.	1
185825	"This strategy may increase the likelihood that target blood pressures are achieved in a reasonable time period, but should be used cautiously in patients at increased risk for orthostatic hypotension (such as diabetics and the elderly)."	1
185826	There is some evidence supporting a lower goal for systolic blood pressure in patients with atherosclerotic cardiovascular disease and patients with chronic kidney disease complicated by proteinuria.	0
185827	The supportive data are presented separately.	0
185828	"Patients with office hypertension, normal values at home, and no evidence of end-organ damage should undergo ambulatory blood pressure monitoring to see if they are truly hypertensive."	1
185829	"In a number of conditions (eg, atrial fibrillation, heart failure, post-myocardial infarction), certain antihypertensive drugs are given to improve survival or the underlying disease and other drugs are contraindicated, independent of the blood pressure."	0
185830	"As noted above, the benefits of antihypertensive therapy are less clear or controversial in patients who have mild hypertension (blood pressure less than 150/90 mmHg) and no preexisting cardiovascular disease, and in elderly patients who are frail."	1
185831	Treatment of hypertension should involve nonpharmacologic therapy (also called lifestyle modification) alone or in concert with antihypertensive drug therapy.	0
185832	-.	0
185833	"Dietary salt restriction - In well-controlled randomized trials, the overall impact of moderate sodium reduction is a fall in blood pressure in hypertensive and normotensive individuals of 4.8/2.5 and 1.9/1.1 mmHg, respectively."	1
185834	"The effects of sodium restriction on blood pressure, cardiovascular disease and mortality, and specific recommendations for sodium intake are discussed in detail elsewhere."	0
185835	"In the absence of documented harm from moderate sodium reduction that is advocated in all expert guidelines, the proven ability of sodium reduction to lower blood pressure and to enhance the efficacy of all antihypertensive drugs, provides strong justification for the use of moderate sodium reduction."	0
185836	Weight loss - Weight loss in obese individuals can lead to a significant fall in blood pressure.	0
185837	"The decline in blood pressure induced by weight loss can occur in the absence of dietary sodium restriction, but even modest sodium restriction may produce an additive antihypertensive effect."	0
185838	The weight loss-induced decline in BP generally ranges from 0.5 to 2 mmHg for every 1 kg of weight lost.	0
185839	DASH diet - The DASH diet consists of increased intake of fruits and vegetables and low-fat dairy products and can be combined with salt restriction.	0
185840	Exercise - Aerobic exercise usually has a beneficial effect on the systemic blood pressure.	0
185841	Limited alcohol intake - Women who consume two or more alcoholic beverages per day and men who have three or more drinks per day have a significantly increased incidence of hypertension compared to nondrinkers;	1
185842	this effect is dose-related and is most prominent when intake exceeds five drinks per day.	0
185843	"On the other hand, decreasing alcohol intake in individuals who drink excessively significantly lowers blood pressure, and moderate alcohol use appears to reduce the risk of cardiovascular disease."	1
185844	Vitamin D - Vitamin D supplementation should be initiated in those with low or low-normal 25-hydroxyvitamin D levels or those at risk for vitamin D deficiency.	0
185845	Comprehensive intervention - The benefits of comprehensive lifestyle modification with all five of the above modalities were examined in the PREMIER trial.	0
185846	"At 18 months, there was a lower prevalence of hypertension (22 versus 32 percent), and less use of antihypertensive medications (10 to 14 versus 19 percent), although the difference was not statistically significant."	0
185847	Patient education - Patient education has been demonstrated to result in improved blood pressure control.	0
185848	"In addition to education of patients by their clinicians, blood pressure control may be improved when patients with hypertension hear the personal stories of their peers with hypertension."	1
185849	"Other - Other nonpharmacologic therapies that may be beneficial include adequate potassium intake, cessation of smoking, and limiting the use of nonsteroidal antiinflammatory drugs and acetaminophen."	0
185850	"Multiple guidelines and meta-analyses conclude that the amount of blood pressure reduction is the major determinant of reduction in cardiovascular risk in patients with hypertension, not the choice of antihypertensive drug."	1
